"gene_id"	"path_id"	"path_name"
"SEN0156"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0157"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0158"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0662"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0717"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0718"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1115"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1287"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1401"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1425"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1488"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1667"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1717"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1727"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1762"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1763"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1846"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2137"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2389"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2414"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2441"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2791"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2894"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2911"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2912"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3326"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3502"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3526"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3597"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3808"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3835"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3852"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3871"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3875"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3987"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4045"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4184"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4341"	"set00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0156"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0157"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0158"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0162"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0680"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0682"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0683"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0684"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0685"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0686"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0687"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0688"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0689"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0706"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0707"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1321"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1401"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1579"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1581"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1811"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3192"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3326"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4072"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4110"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4111"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4112"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN4113"	"set00020"	"Citrate cycle (TCA cycle) - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0006"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0174"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0662"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN0730"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1117"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1118"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1119"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1259"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN1717"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2080"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2137"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2322"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2323"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2452"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2453"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2906"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2911"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN2919"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3309"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3365"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3435"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3469"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3589"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3590"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3591"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3592"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
"SEN3593"	"set00030"	"Pentose phosphate pathway - Salmonella enterica subsp. enterica serovar Enteritidis P125109"
