baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	numsites....1.ctrl_reps..	Expected	Essentiality	Uncertainty
13.8459455567941	0.322161279750675	1.73937977841428	0.185216180933399	NA	NA	t0001	24	NA	Unchanged	0
176.027749270273	-0.0993180972436416	0.61155286040292	-0.162403127635126	0.870988408039223	0.953693061587102	t0002	161	NA	Unchanged	0.275958652681889
58.3270405287893	-1.03141210616979	0.923682881841518	-1.11663009724019	0.264152517409135	0.584328590708339	t0003	44	NA	Unchanged	0.251854395791518
88.1916607251447	-0.968763750197252	0.892934402781804	-1.08492152075137	0.277956415464647	0.598507849716037	t0004	55	NA	Unchanged	0.240361860639958
64.4258503114496	-0.518239050567209	1.17287540610441	-0.44185345508138	0.658595253842416	0.848704563702944	t0005	50	NA	Unchanged	0.214530002587149
98.3873929100945	-0.274820986280164	0.777683609935888	-0.35338405332063	0.723800539228402	0.887068788716452	t0006	96	NA	Unchanged	0.238788055010933
63.1279915875416	-1.14591997568903	0.984517687131775	-1.16394046614589	0.244448138986308	0.563194480338761	t0007	39	NA	Unchanged	0.279018518803518
50.8471228911357	-0.178277288755373	1.13152117106875	-0.157555415942404	0.874807137583278	0.955415898414787	t0008	41	NA	Unchanged	0.256918210466875
47.0125415481443	0.533560499199647	1.13669776882124	0.469395219938674	0.638787164462204	0.840260944849608	t0009	43	NA	Unchanged	0
40.8419201197413	0.577175022206758	1.02881376950267	0.561010203514059	0.57479058137317	0.803211822484156	t0010	64	NA	Unchanged	0
24.6031423714644	0.484247739542867	1.15907526284861	0.417788003129972	0.676102123013474	0.858671024369794	t0011	39	NA	Unchanged	0
120.634217761248	-5.65060758399418	0.82289088317277	-6.86677626346701	6.56689385865824e-12	7.34397629859947e-10	t0012	7	NA	Reduced	2.33146835171283e-14
86.9645220255023	-2.26277620222019	1.07145478473178	-2.11187278685459	NA	NA	t0013	32	NA	Reduced	0.101084574398508
73.6420708531742	3.65781485954206	0.983409042476186	3.71952534657585	0.000199597517699343	0.00270565523992443	t0014	355	NA	Unchanged	0
33.9469462162255	2.0595524093365	1.45509055493838	1.41541184660066	NA	NA	t0015	105	NA	Unchanged	0
35.4135253645951	3.27442430802783	1.04514106569034	3.13299746371078	0.00173030937341481	0.0167055768282207	t0016	182	NA	Unchanged	0
29.5429300357539	2.06913967191516	1.09891873403404	1.88288688492871	0.0597156989511523	0.254677334721758	t0017	116	NA	Unchanged	0
156.784550230441	1.26751779370517	0.79290319762421	1.59857823439615	0.109914349167547	0.368149059690968	t0018	256	NA	Unchanged	0
70.79497156659	0.0749464456853361	0.844759040915679	0.0887193176460091	0.929304979812871	0.975376493044433	t0019	72	NA	Unchanged	0
122.866944839388	1.30282889393393	0.762903733878167	1.70772383995435	0.0876875964454508	0.322725909704848	t0020	212	NA	Unchanged	0
54.90615602721	2.48593824459472	1.13178467291786	2.19647632988853	0.0280578675557028	0.145756096489367	t0021	191	NA	Unchanged	0
